TAZ,APARKS,EMPEDU_P,EMPFOO_P,EMPGOV_P,EMPIND_P,EMPMED_P,EMPOFC_P,EMPOTH_P,EMPRET_P,EMPRSC_P,EMPSVC_P,EMPTOT_P,HH_P,LUTYPE_P,MFUNITS,NPARKS,PARKDY_P,PARKHR_P,SFUNITS,SQFT_P,STUGRD_P,STUHGH_P,STUUNI_P,a1,a2,a3,a4,a5,a6,a7,a8
804,0,16,147,598.0,1252,19,503,468,406,0,156,3565.0,0,1938,0,0,0,0,0,4389941,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,0,16,180,575.0,763,12,488,424,472,0,163,3093.0,33,1320,0,0,0,0,0,2742469,0,0,0,3.0,10.0,2.0,3.0,7.0,2.0,0.0,6.0
806,0,4,48,0.0,662,7,230,238,157,0,52,1398.0,26,529,26,0,0,0,0,1254706,0,0,0,2.0,11.0,3.0,2.0,1.0,3.0,2.0,2.0
807,0,0,0,32.0,23,0,4,2,0,0,2,63.0,0,94,0,0,0,0,0,1053028,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,471392,17,16,29.0,1110,97,554,154,39,0,61,2077.0,0,2571,0,8,0,0,0,20329021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,1324852,7,8,50.0,238,32,134,46,16,0,26,557.0,0,1208,0,9,0,0,0,22615190,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,1443898,18,234,0.0,12,18,92,25,4,0,29,432.0,691,5197,509,16,0,0,81,10382323,0,0,0,91.0,57.0,41.0,39.0,135.0,115.0,114.0,99.0
811,0,0,15,0.0,13,114,14,6,5,0,9,176.0,494,10088,18,0,0,0,396,2252850,0,0,0,72.0,98.0,54.0,14.0,57.0,66.0,61.0,72.0
812,0,0,0,0.0,0,0,0,0,0,0,0,0.0,327,6629,16,0,0,0,246,1274891,0,0,0,35.0,58.0,37.0,14.0,46.0,55.0,46.0,36.0
813,0,6,64,17.0,9,41,91,7,83,0,44,362.0,551,8977,100,0,0,0,262,2302220,0,0,0,113.0,82.0,78.0,59.0,88.0,42.0,43.0,46.0
814,0,3,49,6.0,6,18,73,9,46,0,23,233.0,739,13534,66,0,0,0,493,3135777,0,0,0,118.0,79.0,99.0,82.0,104.0,81.0,84.0,92.0
815,0,0,0,0.0,0,0,0,0,0,0,0,0.0,537,7127,42,0,0,0,214,2008701,0,0,0,80.0,59.0,57.0,50.0,90.0,64.0,84.0,53.0
816,88614,120,63,0.0,14,21,54,18,143,0,68,501.0,597,9251,1,1,0,0,360,2310941,413,0,0,56.0,107.0,73.0,34.0,70.0,78.0,79.0,100.0
817,0,99,61,8.0,6,13,16,11,104,0,83,401.0,267,3708,0,0,0,0,137,1311313,0,1031,0,21.0,53.0,53.0,29.0,37.0,23.0,22.0,29.0
818,0,0,0,0.0,0,0,0,0,0,0,0,0.0,303,7472,0,0,0,0,309,1532631,0,0,0,16.0,36.0,41.0,19.0,46.0,40.0,51.0,54.0
819,0,6,4,0.0,89,16,104,35,10,0,21,285.0,264,5269,106,0,0,0,109,1937545,0,0,0,18.0,49.0,57.0,36.0,29.0,17.0,21.0,37.0
820,0,1,3,0.0,1,4,4,0,0,0,1,14.0,277,7066,14,0,0,0,270,1480953,0,0,0,28.0,23.0,53.0,41.0,25.0,27.0,42.0,38.0
821,0,0,0,0.0,0,0,0,0,0,0,0,0.0,379,8748,0,0,0,0,362,1842516,0,0,0,21.0,36.0,32.0,27.0,73.0,43.0,64.0,83.0
822,0,2,5,0.0,8,73,19,22,14,0,21,164.0,550,8787,138,0,0,0,347,1826606,0,0,0,27.0,74.0,63.0,46.0,116.0,81.0,64.0,79.0
823,0,106,15,0.0,8,111,53,24,24,0,54,395.0,464,10021,2,0,0,0,395,2622232,951,0,0,15.0,56.0,56.0,21.0,70.0,77.0,89.0,80.0
824,555,87,0,0.0,12,1,8,1,2,0,5,116.0,369,9538,0,1,0,0,373,2697868,0,0,0,47.0,40.0,40.0,20.0,50.0,33.0,72.0,67.0
825,168302,48,208,6.0,88,16,106,13,22,0,41,548.0,963,9995,76,1,0,0,334,17730262,368,0,0,114.0,152.0,155.0,126.0,151.0,97.0,75.0,93.0
826,0,0,2,0.0,0,0,1,0,0,0,2,5.0,512,12471,0,0,0,0,503,3269882,0,0,0,37.0,72.0,73.0,60.0,75.0,59.0,61.0,75.0
827,1746307,3,1,0.0,3,3,22,8,5,0,13,58.0,487,5775,130,11,0,0,190,10123863,0,0,0,27.0,54.0,59.0,59.0,97.0,81.0,48.0,62.0
828,1211119,6,5,0.0,23,3,31,10,3,0,23,104.0,559,7471,214,18,0,0,199,11220644,0,0,0,50.0,74.0,64.0,37.0,86.0,83.0,84.0,81.0
829,0,1,0,0.0,1,0,5,8,0,0,6,21.0,512,12980,0,0,0,0,521,3502372,0,0,0,49.0,54.0,52.0,44.0,70.0,58.0,100.0,85.0
830,4754,10,416,0.0,4,33,28,8,16,0,32,547.0,546,11606,0,2,0,0,458,2678251,0,0,0,18.0,124.0,82.0,32.0,67.0,62.0,82.0,79.0
831,0,18,613,0.0,7,26,40,12,15,0,40,771.0,442,9606,0,0,0,0,378,2050351,455,246,0,35.0,69.0,55.0,49.0,56.0,38.0,68.0,72.0
832,0,8,53,0.0,16,4,28,32,18,0,5,164.0,312,5986,0,0,0,0,237,1388821,0,0,0,34.0,11.0,30.0,33.0,52.0,47.0,61.0,44.0
833,0,0,41,0.0,13,36,84,43,19,0,58,294.0,589,3514,124,0,0,0,115,912954,0,0,0,65.0,122.0,124.0,104.0,61.0,40.0,41.0,32.0
834,0,9,13,31.0,513,59,223,91,29,0,58,1026.0,704,8700,58,0,0,0,306,3243033,0,0,0,63.0,125.0,121.0,104.0,103.0,53.0,67.0,68.0
835,0,8,5,0.0,6,15,15,27,10,0,23,109.0,378,9834,7,0,0,0,332,1859078,0,0,0,37.0,86.0,54.0,25.0,38.0,37.0,53.0,48.0
836,889326,134,0,1.0,62,79,62,129,9,0,29,505.0,95,6394,0,2,0,0,68,3180897,488,0,0,10.0,33.0,12.0,6.0,7.0,7.0,8.0,12.0
837,77554,7,3,0.0,254,18,113,40,13,0,27,475.0,0,504,0,2,0,0,0,2098683,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,0,8,28,0.0,769,13,235,221,132,0,45,1451.0,0,785,0,0,0,0,0,5389952,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,0,2,12,0.0,493,5,148,146,88,0,37,931.0,0,588,0,0,0,0,0,1490006,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,0,0,24,0.0,212,1,115,63,71,0,27,513.0,0,345,0,0,0,0,0,1489735,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,0,10,83,0.0,1147,19,504,415,309,0,119,2606.0,2,1562,2,0,0,0,0,2370562,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
842,744,879,5,64.0,9,7,45,31,32,0,34,1106.0,666,14493,0,1,0,0,479,4193007,546,0,0,37.0,59.0,112.0,105.0,107.0,82.0,90.0,74.0
843,0,162,1,2410.0,5,14,90,28,42,0,50,2802.0,132,1712,0,0,0,0,60,2342670,1146,0,0,10.0,17.0,17.0,34.0,19.0,12.0,13.0,10.0
844,0,0,0,0.0,3,0,43,3,43,0,3,95.0,21,645,0,0,0,0,26,5596683,0,0,0,1.0,3.0,4.0,6.0,3.0,0.0,1.0,3.0
845,187230,0,0,0.0,59,375,18,6,3,0,5,466.0,749,11310,0,26,0,0,368,2598108,0,0,0,269.0,188.0,117.0,24.0,72.0,14.0,38.0,27.0
846,151,10,18,0.0,23,91,31,5,115,0,63,356.0,651,10086,0,1,0,0,322,2783793,0,0,0,164.0,120.0,76.0,49.0,73.0,46.0,36.0,87.0
847,0,5,3,14.0,15,157,38,2,43,0,79,356.0,689,11491,84,0,0,0,403,2225657,0,0,0,152.0,163.0,77.0,39.0,58.0,34.0,67.0,99.0
848,1120,50,37,31.0,151,101,80,23,401,0,66,940.0,941,11001,195,1,0,0,361,3053919,0,0,0,217.0,160.0,122.0,63.0,133.0,58.0,63.0,125.0
849,17886,41,7,53.0,6,11,27,3,12,0,28,188.0,662,16504,0,2,0,0,655,8358515,403,0,0,85.0,89.0,68.0,54.0,102.0,52.0,84.0,128.0
850,0,2,28,42.0,1,3,26,7,1,0,11,121.0,365,8593,0,0,0,0,350,2300426,0,0,0,22.0,42.0,42.0,41.0,71.0,21.0,54.0,72.0
851,0,1,30,0.0,2,2,14,4,0,0,9,62.0,149,3488,6,0,0,0,137,2145739,0,0,0,5.0,14.0,19.0,14.0,32.0,18.0,22.0,25.0
852,341,1,23,0.0,15,16,62,12,6,0,32,167.0,631,15300,12,1,0,0,605,4215221,0,0,0,19.0,94.0,74.0,80.0,105.0,47.0,49.0,163.0
853,0,1,12,0.0,1,5,21,4,3,0,20,67.0,596,14662,8,0,0,0,586,3242767,0,0,0,66.0,81.0,82.0,56.0,61.0,37.0,61.0,152.0
854,0,133,209,1.0,51,701,93,17,48,0,79,1332.0,1054,16958,61,0,0,0,589,4261908,397,0,0,183.0,127.0,152.0,115.0,108.0,69.0,113.0,187.0
855,94,90,152,50.0,59,519,100,28,261,0,130,1389.0,1438,17769,37,1,0,0,626,4293772,0,0,0,272.0,270.0,232.0,129.0,147.0,78.0,140.0,170.0
856,0,64,22,0.0,2,8,28,8,16,0,30,178.0,952,25061,4,0,0,0,883,6489438,323,0,0,137.0,126.0,147.0,134.0,85.0,113.0,126.0,84.0
857,0,2,10,0.0,8,2,21,11,23,0,10,87.0,622,15917,0,0,0,0,631,4923877,0,0,0,108.0,104.0,103.0,122.0,22.0,40.0,81.0,42.0
858,0,1,1,0.0,3,2,9,2,2,0,3,23.0,371,9139,0,0,0,0,350,2213459,224,0,0,17.0,43.0,82.0,70.0,31.0,47.0,48.0,33.0
859,0,6,95,0.0,1147,11,350,338,256,0,104,2307.0,39,2307,3,0,0,0,0,6003154,0,0,0,3.0,12.0,9.0,4.0,4.0,2.0,3.0,2.0
860,0,1,27,0.0,232,2,85,89,67,0,31,534.0,0,456,0,0,0,0,0,2870405,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,0,4,8,0.0,135,2,82,42,54,0,12,339.0,0,162,0,0,0,0,0,926881,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,0,8,47,0.0,623,11,247,266,134,0,51,1387.0,0,668,0,0,0,0,0,4231287,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,0,6,5,0.0,25,45,25,27,7,0,17,157.0,504,11227,10,0,0,0,347,2745649,0,0,0,76.0,66.0,97.0,80.0,44.0,46.0,52.0,43.0
864,831,11,16,3.0,12,47,43,43,18,0,32,225.0,425,9470,3,1,0,0,356,1769734,0,0,0,70.0,37.0,77.0,69.0,34.0,36.0,60.0,42.0
865,0,0,0,0.0,38,3,9,2,2,0,13,67.0,367,1899,85,0,0,0,68,2374088,0,0,0,44.0,68.0,65.0,67.0,50.0,26.0,27.0,20.0
866,5635,22,57,0.0,36,547,54,12,63,0,280,1071.0,482,841,0,1,0,0,1,566513,0,0,0,109.0,119.0,95.0,86.0,12.0,31.0,30.0,0.0
867,0,6,8,25.0,3,127,26,1,13,0,38,247.0,337,2960,44,0,0,0,105,1173165,0,0,0,82.0,82.0,65.0,66.0,7.0,12.0,21.0,2.0
868,551,79,0,0.0,0,5,7,1,0,0,2,94.0,380,7011,12,1,0,0,271,1641809,523,0,0,58.0,62.0,51.0,35.0,34.0,43.0,44.0,53.0
869,105,19,549,27.0,30,119,133,20,296,0,220,1413.0,834,5714,11,1,0,0,194,1299025,188,0,0,136.0,155.0,119.0,91.0,139.0,53.0,91.0,50.0
870,0,9,231,0.0,54,47,159,23,356,0,178,1057.0,1232,3113,241,0,0,0,87,1102925,0,0,0,187.0,179.0,162.0,145.0,243.0,119.0,125.0,72.0
871,0,2,36,0.0,19,37,149,22,71,0,46,382.0,570,7310,30,0,0,0,280,1806116,0,0,0,79.0,68.0,77.0,55.0,79.0,70.0,72.0,70.0
872,0,17,627,0.0,22,37,187,24,244,0,86,1244.0,847,8939,237,0,0,0,308,2220564,0,0,0,46.0,161.0,122.0,117.0,99.0,106.0,107.0,89.0
873,0,4,9,0.0,9,19,347,21,103,0,17,529.0,373,6343,9,0,0,0,249,1752436,0,0,0,28.0,58.0,56.0,43.0,41.0,43.0,53.0,51.0
874,0,0,0,0.0,0,0,0,0,0,0,0,0.0,566,13961,0,0,0,0,575,3531216,0,0,0,12.0,38.0,48.0,52.0,86.0,106.0,110.0,114.0
875,0,0,0,0.0,0,0,0,0,0,0,0,0.0,285,6996,0,0,0,0,282,1668319,0,0,0,24.0,32.0,41.0,30.0,34.0,35.0,49.0,40.0
876,258833,0,0,0.0,0,0,0,0,0,0,0,0.0,190,5906,4,10,0,0,185,3005081,0,0,0,15.0,21.0,16.0,25.0,17.0,33.0,32.0,31.0
877,226052,0,0,0.0,0,0,0,0,0,0,0,0.0,205,5223,0,5,0,0,206,1479684,0,0,0,17.0,21.0,28.0,19.0,24.0,23.0,32.0,41.0
878,0,4,8,0.0,8,28,67,3,12,0,12,142.0,663,12389,24,0,0,0,488,2793457,0,0,0,30.0,39.0,67.0,85.0,115.0,130.0,99.0,98.0
879,11,2,37,0.0,5,11,18,8,65,0,14,160.0,487,9550,20,1,0,0,371,2261101,0,0,0,48.0,56.0,81.0,80.0,52.0,42.0,54.0,74.0
880,0,72,33,2.0,6,12,31,8,15,0,17,196.0,243,3319,4,0,0,0,129,814778,395,0,0,40.0,30.0,33.0,22.0,25.0,29.0,40.0,24.0
881,0,9,33,0.0,9,23,72,37,17,0,44,244.0,702,9081,24,0,0,0,331,1799145,0,0,0,69.0,139.0,126.0,71.0,73.0,80.0,63.0,81.0
882,0,4,18,0.0,1,4,6,6,4,0,10,53.0,421,6021,135,0,0,0,235,1561748,0,0,0,54.0,39.0,54.0,67.0,35.0,56.0,65.0,51.0
883,0,13,13,0.0,8,17,37,8,6,0,14,116.0,576,11704,33,0,0,0,474,2930125,0,0,0,45.0,78.0,74.0,47.0,72.0,66.0,87.0,107.0
884,0,8,15,12.0,2,22,38,3,3,0,17,120.0,234,5526,0,0,0,0,218,1513422,0,0,0,25.0,29.0,31.0,12.0,23.0,28.0,43.0,43.0
885,7529,7,4,20.0,15,58,48,10,1,0,16,179.0,1482,24224,151,6,0,0,748,7295427,0,0,0,463.0,241.0,158.0,86.0,199.0,107.0,124.0,104.0
886,29809,88,1,17.0,7,62,26,4,68,0,5,278.0,476,11963,0,5,0,0,356,2355390,427,0,0,146.0,122.0,78.0,24.0,26.0,39.0,24.0,17.0
887,0,1,3,8.0,6,15,12,6,3,0,9,63.0,409,8124,0,0,0,0,250,2518212,0,0,0,101.0,66.0,78.0,59.0,22.0,36.0,26.0,21.0
888,144,0,0,0.0,0,0,0,0,0,0,0,0.0,385,10456,23,1,0,0,390,2801287,0,0,0,52.0,27.0,57.0,65.0,37.0,36.0,62.0,49.0
889,0,142,2,87.0,3,119,35,13,10,0,7,418.0,414,10924,23,0,0,0,376,4113140,218,0,0,62.0,57.0,61.0,48.0,34.0,35.0,68.0,49.0
890,133625,641,2,1.0,154,4,11,5,9,0,10,837.0,217,8414,0,2,0,0,226,9781927,0,0,6177,36.0,26.0,22.0,23.0,16.0,21.0,40.0,33.0
891,2745,1,1,0.0,500,4,27,9,8,0,17,567.0,0,357,0,1,0,0,0,5546289,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,0,8,24,0.0,456,19,165,154,58,0,30,914.0,0,515,0,0,0,0,0,2561670,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,0,9,43,0.0,255,17,123,99,74,0,32,652.0,0,520,0,0,0,0,0,833110,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,0,43,139,0.0,1408,65,402,447,331,0,80,2915.0,31,2945,0,0,0,0,30,3036293,0,0,0,7.0,3.0,7.0,4.0,3.0,3.0,1.0,3.0
895,607,60,178,103.0,861,85,482,373,313,0,102,2557.0,124,3870,0,1,0,0,76,4456286,0,0,0,32.0,21.0,20.0,16.0,7.0,6.0,7.0,15.0
896,0,46,245,118.0,520,54,387,355,338,0,138,2201.0,63,1812,16,0,0,0,6,1247086,0,0,0,24.0,6.0,9.0,7.0,2.0,6.0,6.0,3.0
897,0,1,42,0.0,69,12,24,9,3,0,1,161.0,0,281,0,0,0,0,0,1241563,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,0,119,137,0.0,8,11,30,9,4,0,6,324.0,215,4898,0,0,0,0,192,1278413,0,889,0,38.0,24.0,41.0,29.0,29.0,16.0,25.0,13.0
899,179549,1,10,0.0,4,4,24,3,9,0,5,60.0,480,12383,0,11,0,0,462,3381373,0,0,0,86.0,52.0,107.0,94.0,39.0,22.0,55.0,25.0
900,0,0,21,85.0,1,25,13,7,2,0,6,160.0,528,14652,0,0,0,0,538,4389243,0,0,0,69.0,178.0,50.0,30.0,62.0,39.0,62.0,38.0
901,0,120,85,0.0,13,301,37,14,83,0,30,683.0,559,8769,0,0,0,0,334,2767533,769,0,0,145.0,117.0,97.0,73.0,29.0,18.0,42.0,38.0
902,0,0,5,27.0,5,21,17,12,13,0,15,115.0,586,13704,0,0,0,0,527,4527411,0,0,0,26.0,80.0,106.0,116.0,78.0,25.0,50.0,105.0
903,429,1,1,1.0,1,6,11,1,3,0,16,41.0,224,5484,0,1,0,0,221,3067973,0,0,0,18.0,24.0,20.0,27.0,38.0,13.0,20.0,64.0
904,0,0,0,0.0,0,0,0,0,0,0,0,0.0,272,7161,0,0,0,0,276,3991901,0,0,0,24.0,18.0,17.0,28.0,21.0,29.0,48.0,87.0
905,0,78,8,0.0,12,358,33,15,53,0,63,620.0,764,13375,0,0,0,0,538,4451937,322,0,0,78.0,128.0,113.0,186.0,64.0,39.0,64.0,92.0
906,0,0,0,1.0,0,0,0,0,0,0,0,1.0,686,10975,0,0,0,0,409,3385736,276,0,0,134.0,189.0,130.0,52.0,62.0,29.0,41.0,49.0
907,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1059,9495,0,0,0,0,361,2810763,0,0,0,167.0,339.0,238.0,80.0,94.0,32.0,43.0,66.0
908,0,6,80,8.0,32,44,123,11,198,0,18,520.0,904,10179,204,0,0,0,327,4073233,0,37,0,407.0,137.0,91.0,94.0,45.0,34.0,80.0,16.0
909,8547,3,1,4.0,15,14,26,17,0,0,13,93.0,711,10444,0,2,0,0,401,2870266,0,0,0,226.0,182.0,82.0,56.0,121.0,3.0,38.0,3.0
910,0,0,1,0.0,2,0,4,3,1,0,2,13.0,309,7764,0,0,0,0,295,2121690,0,0,0,60.0,86.0,18.0,62.0,46.0,2.0,29.0,6.0
911,0,1,12,0.0,158,14,134,26,6,0,26,377.0,0,685,0,0,0,0,0,2800853,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,0,14,27,14.0,159,3,65,16,37,0,16,351.0,467,9852,3,0,0,0,360,1715476,0,0,0,89.0,95.0,97.0,53.0,23.0,19.0,38.0,53.0
913,0,48,90,0.0,511,47,285,275,220,0,68,1544.0,0,883,0,0,0,0,0,2194447,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,0,29,16,0.0,1745,12,188,73,58,0,11,2132.0,0,676,0,0,0,0,0,2166579,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,653,0,0,14.0,2,1,2,2,2,0,2,25.0,305,6624,0,1,0,0,266,1835692,0,0,0,57.0,53.0,44.0,25.0,26.0,18.0,49.0,33.0
916,163871,0,9,3.0,9,146,5,3,116,0,8,299.0,361,7068,0,7,0,0,250,2178037,0,0,0,68.0,38.0,54.0,53.0,28.0,32.0,35.0,53.0
917,0,0,7,3.0,3,20,4,0,6,0,4,47.0,474,10714,0,0,0,0,441,2630799,222,0,0,51.0,43.0,79.0,63.0,44.0,49.0,74.0,71.0
918,0,1,7,9.0,0,0,1,1,0,0,3,22.0,363,7581,0,0,0,0,297,2103649,0,0,0,40.0,36.0,53.0,49.0,57.0,30.0,37.0,61.0
919,0,0,0,0.0,0,0,0,0,0,0,0,0.0,407,8877,13,0,0,0,345,2205687,0,0,0,49.0,31.0,71.0,56.0,53.0,29.0,47.0,71.0
920,0,1,0,0.0,7,1,25,13,4,0,9,60.0,341,7614,7,0,0,0,314,1618264,0,0,0,42.0,46.0,50.0,44.0,25.0,26.0,51.0,57.0
921,1074109,3,1,27.0,14,44,59,14,1,0,18,181.0,332,3733,5,4,0,0,112,28462110,0,0,0,73.0,56.0,56.0,35.0,16.0,30.0,34.0,32.0
922,0,3,5,61.0,13,6,15,5,0,0,4,112.0,561,12583,6,0,0,0,461,5005461,0,0,0,28.0,63.0,88.0,50.0,81.0,76.0,90.0,85.0
923,0,0,0,0.0,0,0,0,0,0,0,0,0.0,486,12188,0,0,0,0,490,2812145,0,0,0,60.0,48.0,48.0,34.0,77.0,50.0,76.0,93.0
924,0,0,0,0.0,0,0,0,0,0,0,0,0.0,222,5700,0,0,0,0,231,1827294,0,0,0,12.0,22.0,25.0,26.0,33.0,31.0,28.0,45.0
925,0,0,0,3.0,1,0,3,2,1,0,0,10.0,336,7242,25,0,0,0,296,1693930,0,0,0,36.0,43.0,47.0,30.0,33.0,38.0,53.0,56.0
926,0,0,4,0.0,2,4,4,5,2,0,3,24.0,441,9397,0,0,0,0,380,2445517,0,0,0,37.0,84.0,73.0,31.0,28.0,46.0,76.0,66.0
927,608,63,2,0.0,4,2,14,10,1,0,7,103.0,355,8639,0,1,0,0,355,2511886,257,0,0,20.0,36.0,72.0,39.0,38.0,36.0,41.0,73.0
928,0,0,2,7.0,1,4,4,2,5,0,3,28.0,339,7494,0,0,0,0,307,2409991,0,0,0,32.0,61.0,70.0,25.0,28.0,30.0,47.0,46.0
929,0,150,0,0.0,0,0,0,0,0,0,0,150.0,621,4664,0,0,0,0,178,2673663,868,1061,0,90.0,136.0,97.0,124.0,64.0,32.0,51.0,27.0
930,181332,141,0,33.0,0,0,0,0,0,0,0,174.0,467,4622,140,1,0,0,173,2674453,0,0,0,100.0,73.0,91.0,71.0,28.0,55.0,28.0,21.0
931,0,0,85,62.0,0,46,22,76,531,0,71,893.0,275,3627,89,0,0,0,141,2489338,0,0,0,54.0,61.0,62.0,48.0,13.0,6.0,20.0,11.0
932,0,0,0,0.0,0,0,0,0,0,0,0,0.0,415,10577,0,0,0,0,408,2603469,0,0,0,40.0,62.0,80.0,81.0,26.0,33.0,55.0,38.0
933,0,1,4,39.0,0,7,2,13,45,0,5,116.0,389,7527,0,0,0,0,292,1809421,0,0,0,57.0,74.0,87.0,72.0,27.0,21.0,36.0,15.0
934,0,2,1,0.0,3,17,28,4,6,0,18,79.0,618,13595,0,0,0,0,537,2875814,0,0,0,117.0,148.0,115.0,78.0,23.0,37.0,59.0,41.0
935,0,51,11,0.0,3,36,16,11,9,0,27,164.0,394,9414,0,0,0,0,383,2730059,315,0,0,43.0,61.0,96.0,44.0,34.0,38.0,47.0,31.0
936,0,37,2,0.0,27,16,39,47,1,0,2,171.0,361,7282,0,0,0,0,255,2312931,0,0,0,90.0,108.0,70.0,19.0,13.0,20.0,32.0,9.0
937,23408,0,6,41.0,535,6,264,638,11,0,8,1509.0,469,7052,0,2,0,0,217,6217587,0,0,0,122.0,151.0,89.0,17.0,22.0,18.0,36.0,14.0
938,169,0,1,0.0,722,385,83,369,26,0,29,1615.0,35,2701,0,1,0,0,25,3209948,0,0,0,8.0,15.0,4.0,4.0,0.0,0.0,4.0,0.0
939,0,0,125,0.0,624,1,15,154,48,0,7,974.0,91,1271,0,0,0,0,20,2345884,0,0,0,36.0,34.0,16.0,2.0,2.0,0.0,1.0,0.0
940,0,0,11,10.0,561,389,79,277,20,0,29,1376.0,469,9291,18,0,0,0,293,4003006,0,0,0,98.0,154.0,72.0,50.0,14.0,17.0,47.0,17.0
941,0,5,0,0.0,777,0,51,2,10,0,0,845.0,0,325,0,0,0,0,0,2570845,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,0,14,0,28.0,87,0,53,1,14,0,6,203.0,0,91,0,0,0,0,0,673505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,0,49,0,45.0,2010,0,395,16,45,0,4,2564.0,0,66,0,0,0,0,0,25093300,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,0,63,0,74.0,3,1,11,0,0,0,9,161.0,183,4629,0,0,0,0,183,1636639,0,0,0,24.0,41.0,28.0,30.0,13.0,9.0,25.0,13.0
945,0,3,0,47.0,7,18,14,6,3,0,15,113.0,289,7108,0,0,0,0,282,2128207,0,0,0,63.0,63.0,38.0,35.0,15.0,15.0,32.0,28.0
946,904,3,1,17.0,7,51,4,6,2,0,6,97.0,430,4234,32,1,0,0,136,1274609,0,0,0,164.0,139.0,35.0,20.0,24.0,14.0,17.0,17.0
947,0,0,1,0.0,8,55,14,1,5,0,8,92.0,723,7166,351,0,0,0,265,1610840,0,0,0,117.0,216.0,151.0,99.0,52.0,30.0,29.0,29.0
948,0,1,1,0.0,1,2,23,0,6,0,3,37.0,454,6811,0,0,0,0,250,2005085,0,0,0,60.0,134.0,77.0,90.0,16.0,28.0,33.0,16.0
949,0,1,0,0.0,1,186,14,5,3,0,4,214.0,303,4686,41,0,0,0,169,2354576,0,0,0,16.0,92.0,36.0,36.0,11.0,23.0,52.0,37.0
950,0,1,2,0.0,9,14,7,1,24,0,3,61.0,392,7191,7,0,0,0,247,2068016,0,0,0,94.0,73.0,71.0,32.0,46.0,13.0,48.0,15.0
951,0,108,11,0.0,9,15,4,3,50,0,3,203.0,168,3980,0,0,0,0,148,16233288,0,764,0,30.0,40.0,44.0,6.0,12.0,7.0,21.0,8.0
952,0,6,17,0.0,5,31,13,8,43,0,9,132.0,284,6022,0,0,0,0,228,1690132,0,0,0,29.0,58.0,54.0,56.0,12.0,15.0,44.0,16.0
953,0,1,0,0.0,2,15,3,6,0,0,7,34.0,287,7264,0,0,0,0,290,2124610,0,0,0,53.0,44.0,37.0,63.0,21.0,18.0,32.0,19.0
954,756,211,1,0.0,3,25,4,5,2,0,7,258.0,113,2343,0,1,0,0,78,1342223,773,62,0,36.0,19.0,15.0,11.0,4.0,6.0,12.0,10.0
955,0,70,19,0.0,76,12,17,31,6,0,15,246.0,411,7879,0,0,0,0,299,2472166,331,0,0,128.0,55.0,33.0,50.0,34.0,43.0,33.0,35.0
956,0,0,1,0.0,6,4,20,8,1,0,7,47.0,265,9386,0,0,0,0,270,2769321,0,0,0,43.0,37.0,28.0,38.0,33.0,38.0,23.0,25.0
957,0,88,0,0.0,2,0,4,2,1,0,0,97.0,407,11958,0,0,0,0,414,4367652,400,0,0,35.0,37.0,45.0,104.0,68.0,49.0,21.0,48.0
958,0,0,22,0.0,394,597,32,35,19,0,36,1135.0,94,1415,0,0,0,0,23,2152158,0,0,0,34.0,29.0,12.0,7.0,2.0,1.0,8.0,1.0
959,0,0,30,12.0,128,383,17,25,22,0,15,632.0,316,6914,0,0,0,0,211,2210908,0,0,0,91.0,75.0,56.0,27.0,7.0,13.0,38.0,9.0
960,0,0,47,0.0,683,3,27,169,18,0,2,949.0,14,870,0,0,0,0,14,1336475,0,0,0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
